photo number,nose_x,nose_y,neck_x,neck_y,shoulderR_x,shoulderR_y,elbowR_x,elbowR_y,handR_x,handR_y,shoulder_x,shoulder_y,elbowL_x,elbowL_y,handL_x,handL_y,ass_x,ass_y,legR_x,legR_y,kneeR_x,kneeR_y,feetR_x,feetR_y,legL_x,legL_y,kneeL_x,kneeL_y,feetL_x,feetL_y,eyeR_x,eyeR_y,eyeL_x,eyeL_y,earR_x,earR_y,earL_x,earL_y,footBoardR1_x,footBoardR1_y,footBoardR2_x,footBoardR2_y,footBoardR3_x,footBoardR3_y,footBoardL1_x,footBoardL1_y,footBoardL2_x,footBoardL2_y,footBoardL3_x,footBoardL3_y
11,57,58,77,76,43,69,5,101,27,8,110,84,99,171,78,101,77,303,53,297,9,422,64,510,100,306,59,447,132,546,-1,-1,67,43,-1,-1,93,28,99,589,113,592,145,556,34,540,37,527,83,521
12,-1,-1,79,103,47,97,5,103,32,7,111,104,98,170,79,119,74,314,49,310,5,430,65,515,100,314,57,453,130,551,-1,-1,-1,-1,-1,-1,54,27,100,590,114,593,145,557,32,545,33,532,79,526
13,-1,-1,80,93,48,90,5,74,23,7,110,93,97,148,74,74,74,306,48,306,5,429,64,517,94,310,59,455,131,554,-1,-1,35,10,-1,-1,48,18,99,593,112,593,145,559,31,542,33,538,78,525
14,77,45,77,102,43,102,5,77,23,7,110,100,91,146,75,74,69,314,46,313,5,437,61,520,92,317,59,458,129,554,64,29,89,38,48,38,100,32,94,593,109,593,145,561,26,550,29,538,77,531
15,92,47,76,101,37,101,5,70,23,7,111,100,90,131,74,57,68,302,45,298,7,433,63,523,92,309,60,453,129,553,83,30,99,34,48,34,90,50,92,591,106,593,145,564,26,549,29,539,79,530
16,59,64,80,120,42,120,5,74,26,6,111,116,86,107,78,12,68,302,42,299,16,434,65,526,93,307,65,450,130,558,55,56,70,52,51,70,95,64,95,591,109,594,145,563,26,549,26,542,78,530
17,57,66,76,118,41,118,5,74,24,6,114,118,86,104,74,15,68,298,41,295,20,423,62,524,89,300,70,437,128,556,55,52,70,52,49,66,93,63,88,591,102,594,145,562,24,549,24,543,74,529
18,62,75,78,124,42,118,6,67,30,6,112,130,93,86,78,6,64,289,42,286,30,411,62,522,92,292,80,421,128,556,56,64,74,62,-1,-1,103,68,94,594,112,594,144,562,28,556,23,543,78,529
19,61,96,75,141,36,139,6,88,27,18,110,145,93,97,65,6,61,301,31,296,29,413,57,527,90,302,90,417,126,557,57,83,74,86,-1,-1,95,97,93,594,110,594,144,562,14,562,10,557,74,532
20,66,98,74,153,36,151,14,93,28,23,114,153,96,87,66,5,61,302,34,302,36,421,56,524,96,302,101,425,131,550,58,89,79,89,44,103,98,107,98,595,120,593,144,560,17,564,6,558,74,529
21,79,97,74,152,33,152,12,89,31,6,112,153,107,89,82,5,67,302,33,301,33,418,53,532,93,302,110,420,129,567,69,93,90,93,50,105,110,110,106,595,125,595,143,578,11,571,7,564,72,536
22,78,107,75,159,34,159,24,93,27,22,109,160,102,86,82,5,62,307,27,307,34,424,54,539,95,307,113,427,136,570,62,99,86,99,47,111,103,119,106,595,127,595,143,581,10,579,7,570,75,551
23,70,102,70,149,33,153,20,84,25,5,105,149,100,74,86,5,63,304,28,304,33,422,58,537,90,304,111,427,138,564,60,92,84,92,45,104,103,104,108,595,130,595,143,577,17,575,7,566,77,542
24,63,102,65,149,31,149,18,89,28,5,103,149,93,71,82,14,57,302,24,302,31,423,60,539,85,302,110,426,138,566,56,91,79,91,43,104,97,104,106,595,128,595,143,579,16,577,7,566,81,548
25,57,104,63,153,20,152,10,80,19,7,103,154,91,72,76,5,54,303,26,303,31,422,56,538,84,303,103,424,137,558,50,94,74,94,34,108,93,108,103,595,129,595,143,563,10,571,7,562,76,546
